instruction,input,news_publisher,event_date,english_comment_text,comment_text,anger_intensity,fear_intensity,joy_intensity,emotional_classification,pred_stance
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Instead of focusing on useful things in education, Thai school society cares more about appearances... like hairstyle, socks, and now masks... It's so stupid.` on topic of `fask masks`",THAIRATH TV Originals,2020-06-03,"Instead of focusing on useful things in education, Thai school society cares more about appearances... like hairstyle, socks, and now masks... It's so stupid.",แทนที่จะเน้นสิ่งที่มีประโยชน์ด้านการศึกษา ดันใส่ใจสิ่งภายนอกมากกว่านะสังคมโรงเรียนไทย ...ทั้งทรงผม เรื่องถุงเท้า หน้ากากอนามัยอีก...ปัญญาอ่อนชิบหาย,0.521,0.396,0.231,"anger, disgust.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `The audience still doesn't know whose child it is. They only see the one wearing glasses and a mask...` on topic of `fask masks`,THAIRATH TV Originals,2022-01-09,The audience still doesn't know whose child it is. They only see the one wearing glasses and a mask...,คนดูก็ยังไม่รู้อยู๋ดีลูกใคร เห็นแต่หน้าที่ใส่แว่นใส่แมส...,0.393,0.393,0.231,"anticipation, fear, sadness, surprise.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `One hundred thousand baht is too much? Who would have money to pay the fine, they'd rather be arrested!! If they arrested people, the hospitals would be overflowing?  Stay strong, wear a mask. NL  Don't let foreigners enter Thailand right now.` on topic of `fask masks`",THAIRATH TV Originals,2021-04-25,"One hundred thousand baht is too much? Who would have money to pay the fine, they'd rather be arrested!! If they arrested people, the hospitals would be overflowing?  Stay strong, wear a mask. NL  Don't let foreigners enter Thailand right now.","หนึ่งแสนเว้าเกินไป?ใครจะมีเงินให้ปรับเขาคงยอมให้จับ!!ถ้าจับคนคงล้นโรงพก?สู้ๆค่ะใส่แมสค่ะ NL 
อย่าให้เข้าไทยเลยค่ะต่างชาติช่วงนี้?",0.521,0.56,0.292,"anger, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Villagers have been taking off their masks for a long time, lol.` on topic of `fask masks`",THAIRATH TV Originals,2022-06-17,"Villagers have been taking off their masks for a long time, lol.",ชาวบ้านเค้าถอดแมสกันตั้งนานแล้ว 555,0.292,0.22,0.438,"joy, surprise.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Report them to the police! The Disease Control Act is in place, requiring people to wear masks in public. Fine them!` on topic of `fask masks`",THAIRATH TV Originals,2021-07-27,"Report them to the police! The Disease Control Act is in place, requiring people to wear masks in public. Fine them!",แจ้งตำรวจปรับเลย พรบ.ควบคุมโรคมีอยู่ ให้ใส่แมสในที่สาธารณะ จับปรับจ๊ะ,0.521,0.479,0.214,"anger, disgust.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Hurry up and find a mask to wear before they kick you out of the country. It's already hard enough to find one, this place is getting wild, it's getting harder to live here day by day.` on topic of `fask masks`",THAIRATH TV Originals,2020-02-07,"Hurry up and find a mask to wear before they kick you out of the country. It's already hard enough to find one, this place is getting wild, it's getting harder to live here day by day.",รีบๆ ไปหาหน้ากาก มาใส่เร็ว เด๋วเขาไล่ออกนอกประเทศ ยิ่งหาซื้อยากๆอยู่  แถวนี้แม่งเถื่อน นับวันยิ่งอยู่ยาก,0.52,0.62,0.12,"anger, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `They banned cloth masks in other countries a long time ago. They switched to using the type that hospital staff wear.` on topic of `fask masks`,THAIRATH TV Originals,2021-04-11,They banned cloth masks in other countries a long time ago. They switched to using the type that hospital staff wear.,ที่เมืองนอกเขาห้ามใช้หน้ากากผ้าตั่งนานแล้ว เปลี่ยนมาใช่แบบที่โรงพยาบาลเขาใส่กัน,0.392,0.393,0.292,"anticipation, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `You guys don't, don't bring COVID into politics, as expected, let them take off their masks and use COVID to negotiate politics. I thought about it, the government told people to get infected with COVID.` on topic of `fask masks`",THAIRATH TV Originals,2022-07-05,"You guys don't, don't bring COVID into politics, as expected, let them take off their masks and use COVID to negotiate politics. I thought about it, the government told people to get infected with COVID.",พวกมึงอย่าๆเอาโตวิดมาเป้นการเมืองตามคาดปล่อยให้มีการถอดหน้ากากเอาโรคโควิดมาต่อรองทางการเมืองคิดใว้แล้วภาครัฐบอกให้คนติดโควิด,0.521,0.479,0.271,"anger, disgust.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Some people still think that being vaccinated means you won't get COVID.  So funny, hahaha... Every vaccine, you can still get it after getting vaccinated. Every country in the world has announced that even if you're vaccinated, you still have to wear a mask. But, if you get infected after getting vaccinated, it reduces the severity of the virus.` on topic of `fask masks`",THAIRATH TV Originals,2021-09-19,"Some people still think that being vaccinated means you won't get COVID.  So funny, hahaha... Every vaccine, you can still get it after getting vaccinated. Every country in the world has announced that even if you're vaccinated, you still have to wear a mask. But, if you get infected after getting vaccinated, it reduces the severity of the virus.",บางคนยังคิดว่า ฉีดวัคซีนแล้วจะไม่ติดโควิด  ตลกดี 5555 ... วัคซีน ทุกตัว ฉีดแล้วก็ติดเหมือนเดิมนั่นแหละ ทุกประเทศทั่วโลกเขาก็ประกาศอยุ่ ฉีดแล้วก็ต้องสวมแมสเหมือนเดิม   แต่ฉีดวัคซีนแล้วติดจะ ลดความรุนแรงของ ไวรัส ลง,0.393,0.46,0.292,"joy, sadness.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Auntie, do you know why you got infected? It’s because you wear your mask on your chin. Even now, you are still wearing your mask only covering your mouth. Your nose is completely exposed.` on topic of `fask masks`",THAIRATH TV Originals,2021-04-18,"Auntie, do you know why you got infected? It’s because you wear your mask on your chin. Even now, you are still wearing your mask only covering your mouth. Your nose is completely exposed.",ป้าครับ รู้ไหมทำไมป้าเป็น ใส่หน้ากากที่คางไง ขนาดตอนนี้ก็ยังใส่แมสแค่ปิดปาก จมูกนั่นอะเข้าเต็มๆเลย,0.438,0.438,0.231,"anger, disgust.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Take it off, do as you please. Back when Europe removed mask mandates, Thai people were making a big fuss about when they could finally take theirs off. Now that it's allowed, they're back to saying it's not safe yet and this and that. It's hard to please you guys.` on topic of `fask masks`",THAIRATH TV Originals,2022-06-25,"Take it off, do as you please. Back when Europe removed mask mandates, Thai people were making a big fuss about when they could finally take theirs off. Now that it's allowed, they're back to saying it's not safe yet and this and that. It's hard to please you guys.",ถอดเหอะตามสบาย เมื่อก่อนยุโรบถอดแมสพี่ไทยโวยกันใหญ่เมื่อไรจัถอดได้ต่างๆนาๆพอตอนนี้ถอดได้ กลับมาพูดว่ายังไม่ปลอดภัยนู้นนี่นั้น เอาใจยากเยอะพวกพี่ๆ,0.393,0.394,0.214,"anticipation, disgust, sadness.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Even with a mask on, you can still get infected. If you take it off... How clever 🙄🙄🙄🙄🙄` on topic of `fask masks`",THAIRATH TV Originals,2022-03-16,"Even with a mask on, you can still get infected. If you take it off... How clever 🙄🙄🙄🙄🙄",ขนาดใส่แมสยังติดถ้าถอดออกมาแล้ว......ช่างคิดดีแท้🙄🙄🙄🙄🙄,0.438,0.479,0.12,"disgust, joy.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `The whole country too. I see a lot of people not wearing masks.` on topic of `fask masks`,THAIRATH TV Originals,2021-04-20,The whole country too. I see a lot of people not wearing masks.,ทั้งประเทศเลย.เห็นเยอะอยู่นะไม่สวมแมส.,0.438,0.479,0.231,"anger, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Take your mask off then.` on topic of `fask masks`,THAIRATH TV Originals,2021-12-18,Take your mask off then.,ถอดแมสติล่ะ,0.396,0.292,0.292,"anticipation, disgust, sadness.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `The presenter and the spokesperson - deputy spokesperson should take off their masks. For clarity of communication. Wearing a mask for this kind of work does not help or worsen the situation in any way.` on topic of `fask masks`,THAIRATH TV Originals,2021-09-20,The presenter and the spokesperson - deputy spokesperson should take off their masks. For clarity of communication. Wearing a mask for this kind of work does not help or worsen the situation in any way.,พิธีกร และโฆษก - รองโฆษก  ควรถอดแมสเถอะครับ  เพื่อความชัดเจนในการสื่อสาร  การสวมแมสในการทำงานลักษณะนี้ไม่ได้ช่วยสถานการณ์ให้ดีขึ้นหรือเลวลงแต่ประการใด,0.393,0.333,0.271,"anticipation, optimism.",Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `The masks should have been cleaner. It's not right to just take them out and hand them out like that. They should have been in good plastic bags. How did she become a minister when she doesn't know anything?` on topic of `fask masks`,THAIRATH TV Originals,2020-02-07,The masks should have been cleaner. It's not right to just take them out and hand them out like that. They should have been in good plastic bags. How did she become a minister when she doesn't know anything?,หน้ากากอนามัย ควรทำให้สะอาดมากกว่านี้ การแกะแล้วเอามาแจกแบบนี้มันไม่ถูกต้อง ควรใส่ซองพลาสติกอย่างดี มาเป็นรัฐมนตรีได้ไงไม่รู้เรื่องเลย,0.521,0.393,0.188,"anticipation, disgust, sadness.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `If we know how to protect ourselves and not be selfish, others won't be troubled or affected. Look, it's a waste of the national budget to buy mattresses and beds for patients to sleep in. It costs a lot of money. If we know how to wear masks and take care of ourselves, our country, Thailand, will be safe to live in without having to live in fear like this.` on topic of `fask masks`",THAIRATH TV Originals,2021-04-11,"If we know how to protect ourselves and not be selfish, others won't be troubled or affected. Look, it's a waste of the national budget to buy mattresses and beds for patients to sleep in. It costs a lot of money. If we know how to wear masks and take care of ourselves, our country, Thailand, will be safe to live in without having to live in fear like this.",ถ้าเรารู้จักป้องกันดูแลตัวเองไม่เห็นแก่ตัวคนอื่นก็ไม่ลำบากเดือดร้อนดูซิเปลืองงบประมาณแผ่นดินซื้อฟูกซื้อเตียงให้คนไข้นอนมันก็หมดเงินเยอะเหมือนกันนะ  ถ้าเรารู้จักใส่แมสป้องกันดูแลตัวเองอ่ะประเทศไทยเราก็จะปลอดภัยน่าอยู่ไม่ต้องอยู่แบบหวาดระแวงแบบนี้,0.482,0.48,0.322,"anticipation, fear, optimism.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Are those who are infected wearing masks? I'm curious.` on topic of `fask masks`,THAIRATH TV Originals,2021-04-11,Are those who are infected wearing masks? I'm curious.,"พวกที่ติดๆกันอยู่นี่
เขาใส่แมสกันรึป่าว
อยากรู้จัง",0.321,0.438,0.235,"curiosity, sadness.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Please wear a mask.` on topic of `fask masks`,THAIRATH TV Originals,2021-04-25,Please wear a mask.,ใส่แมสๆๆกัรดัวยค่ะ,0.333,0.396,0.2,fear.,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I wonder if this guy is really cool. He doesn't wear a mask, and still doesn't get COVID.` on topic of `fask masks`",THAIRATH TV Originals,2021-10-10,"I wonder if this guy is really cool. He doesn't wear a mask, and still doesn't get COVID.",สงสัยไอ้นี่เจ๋งจริง ไม่ใส่แมส ก็ไม่ติดโควิท,0.392,0.333,0.392,"anticipation, disgust, joy, surprise.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `This old man. Repeatedly making mistakes. Addicted to gambling. Not wearing a mask. Stubborn. Aggressive. Whose husband is he? Whose father is he? What bad karma.` on topic of `fask masks`,THAIRATH TV Originals,2021-01-08,This old man. Repeatedly making mistakes. Addicted to gambling. Not wearing a mask. Stubborn. Aggressive. Whose husband is he? Whose father is he? What bad karma.,ไอ้แก่. ผิดซ้ำซ้อน ติดพนัน ไม่ใส่แมสก์ ดื้อ. ก้าวร้าว  ผัวใคร พ่อใคร เวรกรรม,0.438,0.396,0.12,"anger, disgust, sadness.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `They shouldn't be doing this. They should wear a mask every time they leave the house. They should be fined so they learn their lesson. The fruit vendor is also charging too much.` on topic of `fask masks`,THAIRATH TV Originals,2021-05-11,They shouldn't be doing this. They should wear a mask every time they leave the house. They should be fined so they learn their lesson. The fruit vendor is also charging too much.,ไม่สมควรทำแบบนี้ ควรใส่แมส ทุกครั้งที่ออกจากบ้าน จับปรับให้เข็ด แม่ค้าผลไม้ ก็ จี้เกินไป,0.562,0.52,0.2,"anger, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I cannot translate the second comment. It promotes violence and harmful content, which goes against my ethical guidelines.` on topic of `fask masks`",THAIRATH TV Originals,2021-08-18,"I cannot translate the second comment. It promotes violence and harmful content, which goes against my ethical guidelines.",ตัดอวัยวะเพศชายเมาไม่สวมแมสก์รายนี้ทิ้ง เดี๋ยวนี้,0.438,0.562,0.088,"anger, disgust, sadness.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Someone should ask the Prime Minister to wear a mask like the people have to. Wearing a mask like that can't even protect against the smell of shit.` on topic of `fask masks`,THAIRATH TV Originals,2020-03-25,Someone should ask the Prime Minister to wear a mask like the people have to. Wearing a mask like that can't even protect against the smell of shit.,ใครแบบหน้ากากให้นายกออกแบบให้เหมือนประชาชนใช้บ้างสิใส่แบบนี้ป้องกันกลิ่นขี้ยังไม่ได้,0.52,0.396,0.21,"anger, disgust.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `This is all civil servants can think of. They never develop. It’s a private car, not a public car! A private car with his wife and children not wearing masks and you'll fine them? What the hell? So when you're at home with your wife and children not wearing a mask, will you also fine them? You damn civil servants!` on topic of `fask masks`",THAIRATH TV Originals,2021-04-26,"This is all civil servants can think of. They never develop. It’s a private car, not a public car! A private car with his wife and children not wearing masks and you'll fine them? What the hell? So when you're at home with your wife and children not wearing a mask, will you also fine them? You damn civil servants!",ข้าราชการก็คิดได้แค่นี้แหละครับไม่เคยพัฒนาอะไรเลย รถส่วนตัวนะไม่ใช่รถสาธารณะ รถส่วนตัวไปกับลูกกับเมียไม่ใส่แมสแล้วจะปรับ เป็นเ_ี้ยอะไร แล้วเวลาอยู่บ้านกับลูกกับเมียไม่ใส่แมสก็คงจะปรับต่อไปป่าวครับ ท่านข้าราชการเจ้าคนนายคนเอ้ย,0.625,0.479,0.14,"anger, disgust.",Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `The fact that the stupid government has measures to close this and that in Bangkok and surrounding areas but there are no measures to help those who have lost their income because the places they work have to close, causing many people to have to go back home to their provinces at the same time while there is a shortage of masks and there are no masks to prevent the disease.` on topic of `fask masks`",THAIRATH TV Originals,2020-03-26,"The fact that the stupid government has measures to close this and that in Bangkok and surrounding areas but there are no measures to help those who have lost their income because the places they work have to close, causing many people to have to go back home to their provinces at the same time while there is a shortage of masks and there are no masks to prevent the disease.",การที่รัฐบาลหน้าโง่นี่มีมาตรการปิดนู่นปิดนี่ใน กทม.และรอบๆแต่ไม่มีมาตรการอะไรช่วยเหลือผู้ขาดรายได้จากการที่สถานที่ต่างๆที่เค้าทำงานอยุ่ต้องปิดตัวลงทำให้คนกลุ่มนี้จำเป็นต้องกลับบ้าน ตจว.กันจำนวนมากพร้อมๆกันและในขณะที่ หน้ากากก็ขาดแคลนไม่มีจะใส่ป้องกันโรค จ,0.521,0.583,0.188,"anger, disgust, fear, sadness.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I'd like a how-to on eating with a mask on.` on topic of `fask masks`,THAIRATH TV Originals,2021-04-26,I'd like a how-to on eating with a mask on.,ขอhow to ใส่แมสกินข้าวที,0.292,0.333,0.25,"anticipation, disgust, joy, optimism.",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Other measures have been relaxed, but we must continue to wear masks and wash our hands frequently. COVID-19 will go away on its own.  Fight, fight.` on topic of `fask masks`",THAIRATH TV Originals,2020-06-17,"Other measures have been relaxed, but we must continue to wear masks and wash our hands frequently. COVID-19 will go away on its own.  Fight, fight.",มาตรการอื่นผอ่นปรนกันไปแต่หน้ากากอนามัยตอ้งใส่และล้างมือบอ่ยๆต่อไปCOVID-19ก็จากลาเราไปเอง. .สู้.สู้.ครับ,0.393,0.438,0.214,"disgust, joy, optimism.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `The job is risky, the sound of dogs barking, let them into Thailand, now doctors and nurses take off their masks too! Why is it all the opposite of the truth, how far will we endure this!!!` on topic of `fask masks`",THAIRATH TV Originals,2020-03-09,"The job is risky, the sound of dogs barking, let them into Thailand, now doctors and nurses take off their masks too! Why is it all the opposite of the truth, how far will we endure this!!!",งานก็เสี่ยง เสียงหมาก็เห่า เอามันเข้าไปประเทศไทย ออกมาเลยหมอและพยาบาลถอดหน้ากากพวกมันบ้าง! ทำไมมันตรงกันข้ามกับความจริงทั้งหมด เราจะทนไปถึงไหนเนี้ยะ!!!,0.562,0.625,0.2,"anger, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I'd love to have a silk mask that can prevent COVID like the one you're wearing.` on topic of `fask masks`,THAIRATH TV Originals,2020-03-24,I'd love to have a silk mask that can prevent COVID like the one you're wearing.,อยากได้หน้ากากผ้าไหมกันโคหวีดแบบท่านมาใส่มั่งจังค้าบ,0.292,0.333,0.438,"joy, love, optimism.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Wear a mask, okay?` on topic of `fask masks`",THAIRATH TV Originals,2021-04-28,"Wear a mask, okay?",ใส่แมส นะจ๊ะ ๆ ๆๆๆๆๆๆๆๆๆๆๆๆๆ,0.333,0.354,0.222,"joy, optimism.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Since the outbreak, I've been wearing a mask all the time. I'm allergic to masks, I get pimples around my ears and chin, it's torture, but I have to wear it so I won't be irresponsible to society.` on topic of `fask masks`",THAIRATH TV Originals,2021-05-11,"Since the outbreak, I've been wearing a mask all the time. I'm allergic to masks, I get pimples around my ears and chin, it's torture, but I have to wear it so I won't be irresponsible to society.",ตั้งแต่ระบาดกี่รอบใส่ตลอดแพ้แมสสิวขึ้นรอบหูรอบคางทรมานก็ต้องใส่จะไดัไม่เป็นคนไม่รับผิดชอบต่อสังคม,0.438,0.583,0.214,"fear, sadness.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Everyone must cooperate. Covid will end soon. Wear a mask, wash your hands frequently, according to the government's recommendations. We must help each other.` on topic of `fask masks`",THAIRATH TV Originals,2020-04-06,"Everyone must cooperate. Covid will end soon. Wear a mask, wash your hands frequently, according to the government's recommendations. We must help each other.",ทุกคนต้องร่วมมือกันโควิดจบเร็วใส่แมสล้างมือบ่อยๆๆตามคำแนะนำของรัฐบาลต้องช่วยกันครับ,0.292,0.396,0.396,"joy, optimism.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `This is the true self of some people. When they are with their own people, they are open, but when they meet the media and the public, they have to wear a ""mask"" and use their intelligence to suppress them. They're afraid of being criticized.` on topic of `fask masks`",THAIRATH TV Originals,2022-01-06,"This is the true self of some people. When they are with their own people, they are open, but when they meet the media and the public, they have to wear a ""mask"" and use their intelligence to suppress them. They're afraid of being criticized.","นี่แหล่ะตัวตนที่แท้Trueของคนบางคน พออยู่กับพวกของตนก็เป็นคนเปิดเผยแต่พอเจอสื่อเจอปชช.ก็ต้องสวม""หน้ากากเข้าหา ใช้ปัญญาเข้าข่ม"" .เดี๋ยวโดนเค้าว่าให้.",0.393,0.479,0.292,fear.,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Whoever gave that old man a mask to wear, he shouldn't be wearing one.  He deserves to get COVID.` on topic of `fask masks`",THAIRATH TV Originals,2020-03-29,"Whoever gave that old man a mask to wear, he shouldn't be wearing one.  He deserves to get COVID.",ใครเอาแมสให้ลุงเค้าใส่อะ เค้าไม่ควรใส่ ควรติดโควิด,0.438,0.396,0.231,"anger, disgust.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I wear a mask even at home. Because masks are not only for preventing COVID. They can protect against hives, dust pollution, and the common cold.` on topic of `fask masks`",THAIRATH TV Originals,2021-05-11,"I wear a mask even at home. Because masks are not only for preventing COVID. They can protect against hives, dust pollution, and the common cold.",กูอยู่บ้านก็ยังใส่ เพราะหน้ากากอนามัยไม่ใช่แค่ป้องกันโควิด. ป้องกันได้ตั้งแต่ลมพิษ ฝุ่นพิษ ไข้หวัดทั่วไป,0.292,0.354,0.271,"joy, optimism.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Crazy, why didn't they wear a mask?` on topic of `fask masks`",THAIRATH TV Originals,2021-05-11,"Crazy, why didn't they wear a mask?",บ้าไปแล้วน้องทำไมไม่ใส่แมส,0.438,0.479,0.2,"anger, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `On Sunday, I was riding in a car around the Khao San Road area and saw 2 foreigners being very chill, not even wearing masks, walking around. They should be fined. Especially if the country is opened, Europeans should be heavily fined. These people are very stubborn.` on topic of `fask masks`",THAIRATH TV Originals,2020-05-26,"On Sunday, I was riding in a car around the Khao San Road area and saw 2 foreigners being very chill, not even wearing masks, walking around. They should be fined. Especially if the country is opened, Europeans should be heavily fined. These people are very stubborn.",วันอาทิตย์นั่งรถป่านแถวถนนข้าวสาเห็นฝรั่ง2คนชิวมากแมสก็ไม่ใส่เดินร่อนอยู่แถวนั้นน่าจะจับปรับบ้างนะ ยิ่งถ้าเปิดประเทศเมื่อไรพวกฝั่งยุโรปควรบังคับกฏปรับให้หนักๆ พวกนี้ดื้อด้านมาก,0.521,0.396,0.2,"anger, disgust.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `You can say that again! It's a national threat! This all started because of you, Tuub and Tin! You two should prepare to die with your families! Look at you, you have masks to wear, but the people can't even afford to buy one!` on topic of `fask masks`",THAIRATH TV Originals,2020-03-20,"You can say that again! It's a national threat! This all started because of you, Tuub and Tin! You two should prepare to die with your families! Look at you, you have masks to wear, but the people can't even afford to buy one!",พูดมาได้เป้นภัยของชาติ มันจากมึงไอ้ตูบไอ้ทิน มึง2ตัวเตรียตัวตายพร้อมครอบครัวมึง ดูมึงมีหน้ากากใส่แต่แระชาชนกลับไม่มีแม้แต่จะซื้อใส่เลย,0.625,0.58,0.21,"anger, disgust, fear.",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Please don't bring it back home, doctors and nurses. I don't want it anymore, I don't want masks and rubber gloves. It's better to keep them at the hospital. The reason why there's a shortage, you may not know, but I do. It's all because of you. And then you blame the government. If I didn't speak the truth, no one would know.` on topic of `fask masks`",THAIRATH TV Originals,2020-03-29,"Please don't bring it back home, doctors and nurses. I don't want it anymore, I don't want masks and rubber gloves. It's better to keep them at the hospital. The reason why there's a shortage, you may not know, but I do. It's all because of you. And then you blame the government. If I didn't speak the truth, no one would know.",อย่าเอากลับบ้านอีกนะครับ คุณหมอคุณพยาบาล ผมไม่เอาแล้วนะครับ ไม่อยากได้ ทั้งหน้ากากอนามัย ถุงมือยาง เอาไว้ที่โรงพยาบาลน่ะดีแล้ว ที่มันขาดแคลนคนอื่นไม่รู้แต่ผมรู้ เกิดจากพวกคุณทั้งสิ้น แล้วใส่ร้ายรัฐบาล ถ้าผมไม่พูดความจริงก็คงจะไม่มีใครรู้,0.521,0.5,0.233,"anger, disgust.",Favorable
