instruction,input,news_publisher,event_date,english_comment_text,thai_comment_text
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Must wear a mask` on topic of `fask masks`,Thai PBS,2022-03-17,Must wear a mask,ต้องสวมแมสก์
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Yesterday, the Minister of Public Health took off his mask in public in front of reporters. Why didn't the police arrest him?` on topic of `fask masks`",Thai PBS,2022-06-09,"Yesterday, the Minister of Public Health took off his mask in public in front of reporters. Why didn't the police arrest him?",เมื่อวาน รัฐมนตรีว่าการกระทรวงสาธารณสุขถอดแมสในที่สาธารณะต่อหน้านักข่าว ทำไมตำรวจไม่ดำเนินการจับกุม
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Migrant workers don't really wear masks. Look at their country, they have hundreds of thousands of COVID cases. These people brought it to our country. They smuggled in illegally. The authorities are also being selfish.` on topic of `fask masks`",Thai PBS,2020-12-19,"Migrant workers don't really wear masks. Look at their country, they have hundreds of thousands of COVID cases. These people brought it to our country. They smuggled in illegally. The authorities are also being selfish.",แรงงานไม่ค่อยใส่แมสกันดูประเทศเค้าสิติดโควิดเป็นแสนกว่าแล้วพวกนี้เอามาติดบ้านเราคือพวกลักลอบเข้ามาแบบผิดกฏหมายคนดามาก็เห๋นแก่ตัวฃลง
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Too much freedom, not wearing a mask. Now they know that the virus comes fast and kills fast. Europe is very scared.` on topic of `fask masks`",Thai PBS,2020-03-11,"Too much freedom, not wearing a mask. Now they know that the virus comes fast and kills fast. Europe is very scared.",อิสระมากเกินหน้ากากไม่ใส่ ตอนนี้รู้แล้วว่าไวรัสมันมาเร็วตายเร็ว ยุโรปหน้ากลัวมาก
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I've been safe all along. If I'm outside, I always wear a mask, four doses of vaccine. I just got it this time. Sore throat, fever, bad cough, lots of phlegm. Couldn't eat the first day. The second day I could only eat boiled rice with salted fish. But not much (much less than usual) and I have to take a lot of medicine.  Please be careful.` on topic of `fask masks`",Thai PBS,2022-11-21,"I've been safe all along. If I'm outside, I always wear a mask, four doses of vaccine. I just got it this time. Sore throat, fever, bad cough, lots of phlegm. Couldn't eat the first day. The second day I could only eat boiled rice with salted fish. But not much (much less than usual) and I have to take a lot of medicine.  Please be careful.",ดิฉันรอดมาตลอด หากอยู่นอกบ้านหน้ากากใส่ตลอด วัคซีนสี่ครั้ง  เพิ่งโดนซิวคราวนี้เอง เจ็บคอ เป็นไข้ ไอขนาดหนัก เสมหะเยอะ วันแรกกินไม่ลง วันที่สองกินข้าวต้มกับปลาสลิดได้เท่านั้น แต่ยังไม่มาก (น้อยกว่าปกติเยอะ) และต้องกินยาเป็นกุรุสเลยค่ะ  ระวังตัวกันให้ดีนะคะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `It's bound to be difficult. Even in the press conference room, people are sitting close together and not wearing masks. If one person there is infected, it will surely spread to Trump.` on topic of `fask masks`",Thai PBS,2020-04-01,"It's bound to be difficult. Even in the press conference room, people are sitting close together and not wearing masks. If one person there is infected, it will surely spread to Trump.",มันก็ต้องลำบากสิครับ​  แม้แต่ในห้องแถลงข่าว​ คนยังนั่งติดกัน​ แถมไม่ใส่แมสอีก​  1คนในนั้นเป็นก็คงลามไปหาทรัมป์แน่ๆ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `They can't be helped. They don't like wearing masks 🦠` on topic of `fask masks`,Thai PBS,2020-03-20,They can't be helped. They don't like wearing masks 🦠,ช่วยไม่ได้ หน้ากากก็ไม่ชอบใส่ 🦠
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Oh my god, they didn't even wear masks. They have faith but they should also wear masks for protection. And how is it now? Covid has spread everywhere.` on topic of `fask masks`",Thai PBS,2021-04-27,"Oh my god, they didn't even wear masks. They have faith but they should also wear masks for protection. And how is it now? Covid has spread everywhere.",โอ๊ยยยยแมสก็ก็ไม่ใส่  ศัสธาได้แต่ต้องใส่แมสป้องกัน แล้วเป็นไงบ้างตอนนี้โควิคแพร่ไปหมดแล้วจร้า
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `This is what it's like when they think masks are scarier than the disease. They're afraid of losing face if they wear a mask like Asians.` on topic of `fask masks`,Thai PBS,2020-03-20,This is what it's like when they think masks are scarier than the disease. They're afraid of losing face if they wear a mask like Asians.,หน้ากากมันน่ากลัวกว่าโรคก็เป็นแบบนี้ละ​ จะใส่หน้ากากเหมือนคนเอเชียก็กลัวเสียหน้า
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Don't even try to say anything. Covid masks and protective gear weren't distributed to the public, so where did they all go? Why don't students in every school have masks? There is none. Don't bother explaining. I feel so sorry for the children.` on topic of `fask masks`",Thai PBS,2020-10-19,"Don't even try to say anything. Covid masks and protective gear weren't distributed to the public, so where did they all go? Why don't students in every school have masks? There is none. Don't bother explaining. I feel so sorry for the children.",ไม่ต้องพูดหรอกโควิคหน้ากากเครื่องป้องไม่แจกประชาชนเลยเอาไปไหนทำไมเด็กนักเรียนทุกโรงเรียนไม่มีใส่หน้ากากป้องกันไม่มีอย่าแถลงเลยสงสารเด็กๆมาก
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Taking off the mask makes the atmosphere much better. 👍🏻👍🏻👍🏻😊😊😊` on topic of `fask masks`,Thai PBS,2022-06-18,Taking off the mask makes the atmosphere much better. 👍🏻👍🏻👍🏻😊😊😊,ถอดหน้ากากแล้วบรรยากาศดีขึ้นมากเลยครับ 👍🏻👍🏻👍🏻😊😊😊
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `The director of Ramkhamhaeng Hospital is rambling and annoying. They're not even wearing their mask properly.` on topic of `fask masks`,Thai PBS,2021-05-28,The director of Ramkhamhaeng Hospital is rambling and annoying. They're not even wearing their mask properly.,ผอ รพ รามคำแหงฯ เวิ้นเว้อ น่ารำคาญ ใส่แมสก็ไม่คลุมให้มิดชิด
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Because these people don't wear masks, it's easy to get infected. They don't respect masks.` on topic of `fask masks`",Thai PBS,2020-03-10,"Because these people don't wear masks, it's easy to get infected. They don't respect masks.",แปรกคนพวกนี้ไม่สวมหน้ากากมันถึงติดง้ายเขาลังเกียรหน้ากาก
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I got acne from wearing a mask.` on topic of `fask masks`,Thai PBS,2020-03-17,I got acne from wearing a mask.,เป็นสิวเพราะใส่แมสค่ะ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `You have to wear a surgical mask when you're with a patient. Cloth masks aren't enough anymore.` on topic of `fask masks`,Thai PBS,2021-04-27,You have to wear a surgical mask when you're with a patient. Cloth masks aren't enough anymore.,อยุ่กับผู้ป่วยต้องใส่หน้ากากอนามัยแล้ว หน้ากากผ้าเอาไม่อยู่แล้ว
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Are you serious? Walking all over the city, wearing masks sometimes and not others. Blaming the government but not taking care of themselves. Just had to rant. Coming in droves. Don't know who they are. Don't know who to blame.` on topic of `fask masks`",Thai PBS,2021-07-07,"Are you serious? Walking all over the city, wearing masks sometimes and not others. Blaming the government but not taking care of themselves. Just had to rant. Coming in droves. Don't know who they are. Don't know who to blame.",เอาอยู่เหรอ เดินกันทั่วเมืองใส่แมสมั่งไม่ใส่มั่งโทษรัฐบาลแต่ไม่ดูแลตัวเอง ขอด่าไว้ก่อน ยกมาเป็นขบวน ไม่รู้ใคร โทษใครดี
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `The Prime Minister, including the ministers, should take off their masks and walk around the market first. Don't use the villagers as lab rats.  Everywhere they go they bring along doctors, soldiers, and police, running around them, almost bumping into each other.  How many years have passed, develop your brain a little.` on topic of `fask masks`",Thai PBS,2022-03-17,"The Prime Minister, including the ministers, should take off their masks and walk around the market first. Don't use the villagers as lab rats.  Everywhere they go they bring along doctors, soldiers, and police, running around them, almost bumping into each other.  How many years have passed, develop your brain a little.",นายกรวมถึงรัฐมนตรีถอดแมสแล้วออกมาเดินตลาดนัดให้ดูก่อนอย่าใช้ชาวบ้านเป็นหนูลองยาเห็นไปไหนมาไหนหอบเอาทั้งหมอทั้งทหารตำรวจวิ่งล้อมหน้าล้อมหลังแทบจะชนกันเองกี่ปีแล้วพัฒนาหน่อยสมอง
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Yes, vaccination cannot stop the spread of the disease if people are not being careful and not following disease control measures such as wearing masks, social distancing, avoiding gatherings or crowded places.` on topic of `fask masks`",Thai PBS,2021-11-24,"Yes, vaccination cannot stop the spread of the disease if people are not being careful and not following disease control measures such as wearing masks, social distancing, avoiding gatherings or crowded places.",ใช่ครับ การฉีดไม่สามารถหยุดการติดต่อลุกลามของโรคได้ ถ้าหากการ์ดตกไม่ทำตามมาตรการคุมโรคใส่แมส เว้นระยะห่าง หลีกเลี่ยงการรวมกลุ่มหรือในที่อับ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `No mask 😂😂` on topic of `fask masks`,Thai PBS,2020-03-25,No mask 😂😂,หน้ากากอนามัยไม่สวมใส่😂😂
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Fuji sensei wears a mask under his nose.` on topic of `fask masks`,Thai PBS,2021-03-14,Fuji sensei wears a mask under his nose.,ฟูจิ sensei ใส่แมสใต้จมูก
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Many schools have 2,000-3,000 students, how can they be safe? There'll be new clusters until schools are turned into field hospitals to treat children. This wave is severe. Many children don't wear masks. It's hard to force young children, and older kids wear them inconsistently. Many teachers don't wear them either. Who can be forced [to wear masks] in schools? And the chance [of infection] is...` on topic of `fask masks`",Thai PBS,2021-05-16,"Many schools have 2,000-3,000 students, how can they be safe? There'll be new clusters until schools are turned into field hospitals to treat children. This wave is severe. Many children don't wear masks. It's hard to force young children, and older kids wear them inconsistently. Many teachers don't wear them either. Who can be forced [to wear masks] in schools? And the chance [of infection] is...","โรงเรียนหลายๆที่มีจำนวนนักเรียน2-3พัน จะปลอดภัย?
จะเกิดคลัสเตอร์ใหม่จนต้องเอา รร.ทำ รพ.สนามรักษาเด็กๆ
ระลอกนี้หนักและรุนแรงมาก เด็กๆก็ไม่ใส่แมสเยอะ ยิ่งเด็กเล็กบังคับยากมาก เด็กโตก็ใส่บ้างไม่ใส่บ้างครูนี่ไม่ใส่เยอะ บังคับใครได้บ้างในสถานศึกษา และโอกาสมันจ"
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `With this many infected people, they still don't wear masks.` on topic of `fask masks`",Thai PBS,2020-04-01,"With this many infected people, they still don't wear masks.",คนติดเชื้อขนาดนี้มันยังไม่ใส่แมสกันเลย
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Vendors and people are wearing masks improperly. There are many openings at the top, and they wear them loosely. When they talk, the mask slides down and exposes their nose, which allows them to breathe in the virus. They also frequently touch the front of their masks, which risks coming into contact with the virus. Then, they use the same hand to pick up the products they sell. In short, wearing a mask like this [is useless].` on topic of `fask masks`",Thai PBS,2021-05-28,"Vendors and people are wearing masks improperly. There are many openings at the top, and they wear them loosely. When they talk, the mask slides down and exposes their nose, which allows them to breathe in the virus. They also frequently touch the front of their masks, which risks coming into contact with the virus. Then, they use the same hand to pick up the products they sell. In short, wearing a mask like this [is useless].",แม่ค้าและประชาชน สวมหน้ากากแบบไม่รัดกุม มีช่องเปิดเยอะมากด้านบน สวมแบบหลวมๆ เวลาพูดมันเลื่่อนลงเปิดจมูก ก็จะหายใจเอาเชื้อเข้าไปได้ และเอามือหยิบด้านหน้าของหน้ากากกันอยู่บ่อยๆ ก็เสี่ยงที่จะสัมผัสเชื้อโรค แล้วก็เอามือไปหยิบสินค้าที่ขาย สรุป สวมหน้ากากแบบนี้
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `And when they eat, they don't wear masks. Nobody wears them. Will they get it?` on topic of `fask masks`",Thai PBS,2021-04-27,"And when they eat, they don't wear masks. Nobody wears them. Will they get it?",แล้วกินข้าวก็ไม่ใส่แมสก์ทุกคนไม่ใส่นะจะโดนใหม
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Some people in the countryside have stopped getting their temperature checked and aren't wearing masks.` on topic of `fask masks`,Thai PBS,2020-09-02,Some people in the countryside have stopped getting their temperature checked and aren't wearing masks.,คนต่างจังหวัดบางส่วน​เริ่มไม่ตรวจวัด​ไข้.และไม่สวมแมส
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Students only wear masks when they enter the classroom. Once they are away from their parents, they take off their masks. The teachers don't remind them either, because they don't wear masks themselves!! The school doesn't teach or provide knowledge about COVID.` on topic of `fask masks`",Thai PBS,2021-06-27,"Students only wear masks when they enter the classroom. Once they are away from their parents, they take off their masks. The teachers don't remind them either, because they don't wear masks themselves!! The school doesn't teach or provide knowledge about COVID.",เด็กนักเรียน ใส่ หน้ากาก แค่ ตอนเข้าห้องเรียน พอ พ้นจาก ผปค. ก็ ถอด หน้ากากแล้วค่ะ ครู ก็ไม่คอยเตือน เพราะ ครู ก็ไม่ใส่ หน้ากาก เหมือนกัน !! รร.ก็ไม่สอน ไม่ให้ ความรู้ เกี่ยวกับ โรคโควิด
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `The war has begun. This is a nation full of confidence and audacity. They love freedom. The disease spreads quickly because they don't think about protection. They refuse to wear masks and go out as they please. The virus spreads rapidly.` on topic of `fask masks`,Thai PBS,2020-04-01,The war has begun. This is a nation full of confidence and audacity. They love freedom. The disease spreads quickly because they don't think about protection. They refuse to wear masks and go out as they please. The virus spreads rapidly.,สงคราม.มาแล้ว. นี้คือชาติที่มีความมั่นใจ มั่นหน้า. รักอิสระ. โรคกระจายเร็วเพราะไม่คิดป้องกัน.หน้ากากไม่ยอมส่วมใส่. ออกนอกบ้านตามใจ.ไวรัสแพร่เร็วทันใจ.
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Surgical masks, the original price of 2.50 baht, are still not available for purchase. Most people don't wear them.` on topic of `fask masks`",Thai PBS,2020-03-22,"Surgical masks, the original price of 2.50 baht, are still not available for purchase. Most people don't wear them.",หน้ากากอนามัย ราคาเดิม 2.50 บาท ยังหาซื้อไม่ได้ครับ คนส่วนใหญ่ไม่ได้ใส่ครับ
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Question: I'm concerned about reporters, MCs, and speakers. They should wear masks at all times. There is only one program where I see them using only face shields, which doesn't help. Or they wear a mask but pull it down to their chin, which also doesn't help. Please try to imagine that you are infected but asymptomatic. Dr. Tweesilp has emphasized this repeatedly.` on topic of `fask masks`",Thai PBS,2020-05-15,"Question: I'm concerned about reporters, MCs, and speakers. They should wear masks at all times. There is only one program where I see them using only face shields, which doesn't help. Or they wear a mask but pull it down to their chin, which also doesn't help. Please try to imagine that you are infected but asymptomatic. Dr. Tweesilp has emphasized this repeatedly.",ฝากคำถาม : กังวลเรื่อง ผู้สื่อข่าว พิธีกร ผู้ที่พูดๆๆๆๆ ควรใส่แมส ตลอดเวลานะคะ มี 1 รายการเท่านั้นที่เห็นทำ face shield อย่างเดียว ไม่ช่วยอะไร หรือใส่แมสแล้วมาไว้ที่คาง ก็ไม่ช่วยอะไร ลองต้องนึกนะคะ ว่าคุณติดอยู่ แต่ไม่แสดงอาการ  หมอทวีศิลปพูดยำ้้้้้ๆๆๆๆ ว
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `I'm so worried about Thailand, and I'm worried about the medical personnel, and the people who are trying to make a living.. and myself and my family... Take good care of yourselves.... Wear a mask, keep your distance, wash your hands.` on topic of `fask masks`",Thai PBS,2021-04-23,"I'm so worried about Thailand, and I'm worried about the medical personnel, and the people who are trying to make a living.. and myself and my family... Take good care of yourselves.... Wear a mask, keep your distance, wash your hands.","เป็นห่วงประเทศไทยจัง,,และเป็นห่วงบุคคลากรทางแพทย์,,และประชาชนที่ทำมาหากิน..และตัวเองและครอบครัว...ดูแลกันดีๆนะคะ....สวมแมส,,กัน...ห่างๆ,,ล้างมือ..นะคะ.."
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `The doctor is telling the truth that the disease is not serious, it's just a common disease, but all the doctors are wearing masks.` on topic of `fask masks`",Thai PBS,2020-03-19,"The doctor is telling the truth that the disease is not serious, it's just a common disease, but all the doctors are wearing masks.",หมอพูดความจริงให้ดูว่าโรคไม่ได้ร้ายแรงอะไร โรคธรรมดาๆ แต่คุณหมอใส่แมสกันทุดคนเลย
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Many issues Thanathorn came out to criticize about covid are valid.  The government has been very slow, whether it's about vaccines, masks in the early days when they were out of stock and now they're overpriced, various apps that crashed, cash handouts to people have problems, other countries have stopped wearing...` on topic of `fask masks`",Thai PBS,2021-05-03,"Many issues Thanathorn came out to criticize about covid are valid.  The government has been very slow, whether it's about vaccines, masks in the early days when they were out of stock and now they're overpriced, various apps that crashed, cash handouts to people have problems, other countries have stopped wearing...",หลายประเด็นที่นายธนาธรออกมาพูดวิจารณ์เกี่ยวกับ covidมันเป็นความเห็นที่ถูกต้อง  รัฐบาลล่าช้ามาก ไม่ว่าจะเป็นเรื่องวัคซีน เรื่องหน้ากากอนามัยช่วงใหม่ๆที่มันขาดตลาดและตอนนี้ก็ขายเกินราคาอยู่ตลอด เรื่องแอปต่างๆ ก็ล่มแจกเงินประชาชนก็มีปัญหา ประเทศอืนเลิกใส่หน้
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Wearing a mask is such a pain in the ass.` on topic of `fask masks`,Thai PBS,2021-04-29,Wearing a mask is such a pain in the ass.,ใส่แมสขัดใจกุชิบหาย
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I wear a mask all the time except when I eat and shower. (The best medicine for me is prevention)😷👍` on topic of `fask masks`,Thai PBS,2021-12-24,I wear a mask all the time except when I eat and shower. (The best medicine for me is prevention)😷👍,ใส่แมสตลอดเวลา ยกเว้น กินข้าว อาบนำ้. (ยาขมเม็ดตรา ใบห่อดีที่สุด สำหรับเราค่ะ )😷👍
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Why doesn't the government close the country to tourists like other countries? They should prioritize the lives of Thai people first... Don't worry about hurting China's feelings. Other countries can close their borders. The epidemic in Thailand is because of Chinese tourists. They create problems for Thai people. We have to live in fear and worry.` on topic of `fask masks`,Thai PBS,2020-02-20,Why doesn't the government close the country to tourists like other countries? They should prioritize the lives of Thai people first... Don't worry about hurting China's feelings. Other countries can close their borders. The epidemic in Thailand is because of Chinese tourists. They create problems for Thai people. We have to live in fear and worry.,ทำไมรัฐถึงไม่ยอมปิดท่องเที่ยวเหมือนประเทศอื่นเขาบ้างล่ะยังไงก็ก็ต้องใส่ใจชีวิตชาวไทยทั้งประเทศก่อน..อย่าห่วงจีนจาเสียความรู้สึกเลย.ต่างชาติเขายังปิดได้.ประเทศไทยมีโรคระบาดเข้ามาก็เพราะพวกท่องเที่ยวจีนนี่ละ.สร้างปัญหาให้กับประชาชนชาวไทย.ต้องมานั่งกลัว.คอยร
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Soon it will spread like wildfire. Stop wearing masks.` on topic of `fask masks`,Thai PBS,2021-07-05,Soon it will spread like wildfire. Stop wearing masks.,เดี๋ยวก็ติดนัวๆๆๆ เลิกใส่แมสก์
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Anutin.. Did you get infected?.. Saw you showing off not wearing a mask lol` on topic of `fask masks`,Thai PBS,2020-07-13,Anutin.. Did you get infected?.. Saw you showing off not wearing a mask lol,อนุทิน.. ติดมั้ยว่ะ... เห็นโชว์พาวเวอร์ไม่ใส่แมส555
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `It's impossible. I was told to take off my mask. Even though I always wear a mask, I still got infected with Omicron. When I got infected, people were disgusted and didn't want to associate with me. I couldn't work. They were afraid of the virus spreading to people and objects. It's easy to say, try getting infected, you'll know how hard it is.` on topic of `fask masks`",Thai PBS,2022-03-17,"It's impossible. I was told to take off my mask. Even though I always wear a mask, I still got infected with Omicron. When I got infected, people were disgusted and didn't want to associate with me. I couldn't work. They were afraid of the virus spreading to people and objects. It's easy to say, try getting infected, you'll know how hard it is.",เป็นไปไม่ได้คะให้ถอดแมสเพราะใส่แมสตลอดยังติดโอมิคอนตอนติดคนรังเกียจไม่อยากคบทำงานก็ไม่ได้เขากล้วเชื้อติดคนและของอิกพูดง่ายลองติดดูคะจะรุ้เลยว่าลำบาก
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `They don't wear masks, those Indian visitors. If you are near the sacred site to worship the Buddha, you should be safe. India is too careless. It's no wonder there are so many infected people, they don't even wear masks.` on topic of `fask masks`",Thai PBS,2021-04-26,"They don't wear masks, those Indian visitors. If you are near the sacred site to worship the Buddha, you should be safe. India is too careless. It's no wonder there are so many infected people, they don't even wear masks.",มันใม่ใส่หน้ากากเลยแขกอินเดียถ้าอยู่ใกล้สังเวชณียสถานไปใหว้พระพุทธเจ้าต้องรอดอินเดียประมาทมากสมควรแล้วที่ติดเยอะหน้ากากก็ใม่ใส่
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Italy, people are still going outside and not wearing masks, unlike Wuhan.` on topic of `fask masks`",Thai PBS,2020-03-20,"Italy, people are still going outside and not wearing masks, unlike Wuhan.",อิตาลี ยังออกนอกบ้านและไม่ใส่แมสออกนอกบ้าน ไม่เหมือน อู่ฮั้น จ้า
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Let's help each other, don't be selfish. Wear a mask, wash your hands, and practice social distancing at the very least.` on topic of `fask masks`",Thai PBS,2020-12-27,"Let's help each other, don't be selfish. Wear a mask, wash your hands, and practice social distancing at the very least.",ช่วยกันอย่าเห็นแก่ตัว ใส่แมส ล้างมือ  เว้นระยะห่าง อย่างน้อยที่สุด
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to `fask masks`. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Condolences to the bereaved family.
But everyone must help take care of themselves. Wear a mask, wash your hands, maintain distance, carry alcohol gel
And cooperate with getting vaccinated.
P.S. The global situation has largely eased. Beginning to have hope in Thailand.` on topic of `fask masks`",Thai PBS,2021-05-30,"Condolences to the bereaved family.
But everyone must help take care of themselves. Wear a mask, wash your hands, maintain distance, carry alcohol gel
And cooperate with getting vaccinated.
P.S. The global situation has largely eased. Beginning to have hope in Thailand.","ขอแสดงความเสียใจกับครอบครัวผู้เสียชีวิต 
แต่ทุกคนต้องช่วยกันดูแลตัวเอง ใส่แมสก์ ล้างมือ รักษาระยะห่าง พกเจล 
พร้อมให้ความร่วมมือฉีดวัคซีน
ป.ล.สถานการณ์โลกส่วนใหญ่ภาพรวมคลี่คลายขึ้นนะ เริ่มมีความหวังในไทย"
